Name,ID,Ingredient,Form,Dosage
brintellix,28105175312,vortioxetinehydrobromide,tablet,20 mg
brintellix,28105175012,vortioxetinehydrobromide,tablet,5 mg
briviact,28105558015,brivaracetam,tablet,100 mg
briviact,28105557615,brivaracetam,tablet,10 mg
briviact,28105557715,brivaracetam,tablet,25 mg
briviact,28105557815,brivaracetam,tablet,50 mg
briviact,28105557915,brivaracetam,tablet,75 mg
briviact,28105558215,brivaracetam,inject,10 mg/ml
"bromhexin ""dak""",28101048680,bromexinehydrochloride,tablet,8 mg
bronchitol,28104617609,mannitol,capsule,40 mg
bropair spiromax,28106410520,"fluticasonepropionate,salmeterolxinafoate",powder,12.75+100 mikrogram
bropair spiromax,28106410620,"fluticasonepropionate,salmeterolxinafoate",powder,12.75+202 mikrogram
broxeltia,28106748922,vortioxetinehydrobromide,tablet,10 mg
broxeltia,28106749022,vortioxetinehydrobromide,tablet,15 mg
broxeltia,28106749122,vortioxetinehydrobromide,tablet,20 mg
broxeltia,28106748622,vortioxetinehydrobromide,tablet,5 mg
brucellin aquilon,28106654521,"brucellaabortusstrainaq1302,proteinextract",inject,
brufen,28100668975,ibuprofen,tablet,400 mg
brufen,28101088281,ibuprofen,tablet,600 mg
brufen retard,28101341688,ibuprofen,tablet,800 mg
brufen retard,28104579309,ibuprofen,tablet,800 mg
brufen sr,28105878116,ibuprofen,tablet,800 mg
brukinsa,28106451520,zanubutinib,capsule,80 mg
btvpur,28104730109,"bluetonguevirusserotype1antigen,bluetonguevirusserotype8antigen",inject,
budenofalk,28104576509,budesonide,granule,9 mg
budenofalk,28103171600,budesonide,capsule,3 mg
"budesonid ""2care4""",28106350719,budesonide,spray,32 mikrogram/dosis
"budesonid ""2care4""",28104946311,budesonide,spray,64 mikrogram/dosis
"budesonid ""medical valley""",28106571821,budesonide,capsule,3 mg
budesonid medical valley,28107114324,budesonide,capsule,3 mg
"budesonid ""nordic prime""",28106913423,budesonide,spray,32 mikrogram/dosis
"budesonid ""nordic prime""",28106913023,budesonide,spray,64 mikrogram/dosis
"budesonid ""paranova""",28106033117,budesonide,powder,100 mikrogram/dosis
"budesonid ""paranova""",28104636910,budesonide,powder,200 mikrogram/dosis
"budesonid ""paranova""",28104639810,budesonide,powder,400 mikrogram/dosis
"budesonid ""sandoz""",28104050506,budesonide,spray,32 mikrogram/dosis
"budesonid ""sandoz""",28105764816,budesonide,spray,32 mikrogram/dosis
"budesonid ""sandoz""",28104051306,budesonide,spray,64 mikrogram/dosis
"budesonid ""sandoz""",28105640115,budesonide,spray,64 mikrogram/dosis
budesonid sandoz,28107090323,budesonide,spray,64 mikrogram/dosis
"budesonid ""teva""",28106559620,budesonide,capsule,3 mg
bufomix easyhaler,28105234513,"budesonide,formoterolfumaratedihydrate",powder,4.5+160 mikrog/dosis
bufomix easyhaler,28105576315,"budesonide,formoterolfumaratedihydrate",powder,4.5+160 mikrog/dosis
bufomix easyhaler,28105835916,"budesonide,formoterolfumaratedihydrate",powder,4.5+160 mikrog/dosis
bufomix easyhaler,28105588615,"budesonide,formoterolfumaratedihydrate",powder,4.5+80 mikrog/dosis
bufomix easyhaler,28105234613,"budesonide,formoterolfumaratedihydrate",powder,9+320 mikrog/dosis
bufomix easyhaler,28105503614,"budesonide,formoterolfumaratedihydrate",powder,9+320 mikrog/dosis
bufomix easyhaler,28105836016,"budesonide,formoterolfumaratedihydrate",powder,9+320 mikrog/dosis
bumacor,28106525720,hyoscinebutylbromide,inject,20 mg/ml
bumetanid carefarm,28106660921,bumetanide,tablet,1 mg
"bumetanid ""orifarm""",28103584703,bumetanide,tablet,2 mg
bunalict,28105866216,"buprenorphinehydrochloride,naloxonehydrochloridedihydrate",tablet,2+0.5 mg
bunalict,28105866316,"buprenorphinehydrochloride,naloxonehydrochloridedihydrate",tablet,8+2 mg
bupaq multidose vet.,28105298213,buprenorphinehydrochloride,inject,0.3 mg/ml
bupaq vet.,28105847316,buprenorphinehydrochloride,inject,0.3 mg/ml
"bupivacaine ""baxter""",28105477114,bupivacainehydrochloridemonohydrate,inject,2.5 mg/ml
"bupivacaine ""baxter""",28105477214,bupivacainehydrochloridemonohydrate,inject,5 mg/ml
"bupivacaine ""noridem""",28106382620,bupivacainehydrochloridemonohydrate,inject,2.5 mg/ml
"bupivacaine ""noridem""",28106382720,bupivacainehydrochloridemonohydrate,inject,5 mg/ml
bupivacainhydrochlorid ”carefarm”,28106904323,bupivacainehydrochloridemonohydrate,inject,2.5 mg/ml
"bupivacain ""sad""",28101417290,bupivacainehydrochloridemonohydrate,inject,2.5 mg/ml
"bupivacain ""sad""",28101417390,bupivacainehydrochloridemonohydrate,inject,5 mg/ml
bupredine vet.,28105494014,buprenorphine,inject,0.3 mg/ml
"buprenorphin ""actavis""",28104733610,buprenorphinehydrochloride,tablet,2 mg
"buprenorphin ""actavis""",28104733710,buprenorphinehydrochloride,tablet,8 mg
buprenorphin carefarm,28107023923,buprenorphinehydrochloride,tablet,200 mikrogram
buprenorphin carefarm,28107024023,buprenorphinehydrochloride,tablet,400 mikrogram
"buprenorphine ""bluefish""",28104485809,buprenorphinehydrochloride,tablet,2 mg
"buprenorphine ""bluefish""",28104485909,buprenorphinehydrochloride,tablet,8 mg
"buprenorphine ""orifarm""",28104576009,buprenorphinehydrochloride,tablet,2 mg
"buprenorphine ""orifarm""",28104576109,buprenorphinehydrochloride,tablet,8 mg
"buprenorphine ""sandoz""",28104612209,buprenorphinehydrochloride,tablet,2 mg
"buprenorphine ""sandoz""",28104612309,buprenorphinehydrochloride,tablet,8 mg
"buprenorphin/naloxon ""g.l. pharma""",28105919417,"buprenorphinehydrochloride,naloxonehydrochloridedihydrate",tablet,2+0.5 mg
"buprenorphin/naloxon ""g.l. pharma""",28105919517,"buprenorphinehydrochloride,naloxonehydrochloridedihydrate",tablet,4+1 mg
"buprenorphin/naloxon ""g.l. pharma""",28105919617,"buprenorphinehydrochloride,naloxonehydrochloridedihydrate",tablet,8+2 mg
"buprenorphin/naloxon ""mylan""",28106022317,"buprenorphinehydrochloride,naloxonehydrochloridedihydrate",tablet,2+0.5 mg
"buprenorphin/naloxon ""mylan""",28106022417,"buprenorphinehydrochloride,naloxonehydrochloridedihydrate",tablet,8+2 mg
"bupropion hydrochloride ""zentiva""",28106683621,bupropionehydrochloride,tablet,150 mg
burinex,28101212185,bumetanide,inject,0.5 mg/ml
burinex,28106983223,bumetanide,inject,0.5 mg/ml
burinex,28100594371,bumetanide,tablet,1 mg
burinex,28104394108,bumetanide,tablet,1 mg
burinex,28104691510,bumetanide,tablet,1 mg
burinex,28105552315,bumetanide,tablet,1 mg
burinex,28101666494,bumetanide,tablet,2 mg
burinex,28106029717,bumetanide,tablet,2 mg
burinex,28107068823,bumetanide,tablet,2 mg
burinex,28107096924,bumetanide,tablet,2 mg
burinex,28100948277,bumetanide,tablet,5 mg
burinex,28104579209,bumetanide,tablet,5 mg
burinex,28104832011,bumetanide,tablet,5 mg
buronil,28105713115,melperonehydrochloride,tablet,25 mg
busalair,28105437814,"budesonide,salmeterolxinafoate",capsule,120 mikrog+20 mikrog
busalair,28105437914,"budesonide,salmeterolxinafoate",capsule,240 mikrog+20 mikrog
buscopan,28106558021,hyoscinebutylbromide,inject,20 mg/ml
buscopan,28106558121,hyoscinebutylbromide,tablet,10 mg
businor,28106713221,buspironehydrochloride,tablet,10 mg
busol,28103854705,buserelinacetate,inject,4 mikrogram/ml
"buspiron ""actavis""",28103012798,buspironehydrochloride,tablet,10 mg
"buspirone ""orion""",28104785310,buspironehydrochloride,tablet,10 mg
"buspirone ""orion""",28104785210,buspironehydrochloride,tablet,5 mg
butagran equi,28104996611,phenylbutazone,powder,200 mg/g
butasal vet.,28106540120,"butafosfan,cyanocobalamin",inject,100+0.05 mg/ml
butomidor vet.,28105923817,butorphanoltartrate,inject,10 mg/ml
butorgesic vet.,28106362619,butorphanoltartrate,inject,10 mg/ml
buventol easyhaler,28101728794,salbutamolsulfate,powder,100 mikrogram/dosis
buventol easyhaler,28101728894,salbutamolsulfate,powder,200 mikrogram/dosis
buventol easyhaler,28105892416,salbutamolsulfate,powder,200 mikrogram/dosis
buvidal,28105994717,buprenorphine,inject,128 mg
buvidal,28106449020,buprenorphine,inject,160 mg
buvidal,28105994217,buprenorphine,inject,16 mg
buvidal,28105994317,buprenorphine,inject,24 mg
buvidal,28105994417,buprenorphine,inject,32 mg
buvidal,28105994517,buprenorphine,inject,64 mg
buvidal,28105994117,buprenorphine,inject,8 mg
buvidal,28105994617,buprenorphine,inject,96 mg
byannli,28106550520,paliperidonepalmitate,inject,1000 mg
byannli,28106550420,paliperidonepalmitate,inject,700 mg
bydureon,28106010617,exenatide,inject,2 mg
bydureon,28105692310,exenatide,powder,2 mg
bydureon,28104670810,exenatide,powder,2 mg
byetta,28103874105,exenatide,inject,10 mikrogram
byetta,28103874005,exenatide,inject,5 mikrogram
byfavo,28106366919,romimazolambesilate,powder,20 mg
byfavo,28106740221,romimazolambesilate,powder,50 mg
bylvay,28106534220,ovixibatesesquihydrate,capsule,1200 µg
bylvay,28106533920,ovixibatesesquihydrate,capsule,200 µg
bylvay,28106534020,ovixibatesesquihydrate,capsule,400 µg
bylvay,28106534120,ovixibatesesquihydrate,capsule,600 µg
byooviz,28106507820,ranibizumab,inject,10 mg/ml
"cabergolin ""2care4""",28106540920,cabergoline,tablet,1 mg
"cabergolin ""teva""",28103928706,cabergoline,tablet,0.5 mg
"cabergolin ""teva""",28103928806,cabergoline,tablet,1 mg
"cabergolin ""teva""",28103928906,cabergoline,tablet,2 mg
cablivi,28105912417,caplacizumab,powder,10 mg
cabometyx,28105725416,cabozantinib(s)-malate,tablet,20 mg
cabometyx,28105725516,cabozantinib(s)-malate,tablet,40 mg
cabometyx,28105725616,cabozantinib(s)-malate,tablet,60 mg
cadorex vet.,28105915017,florfenicol,inject,300 mg/ml
calcichew-d3 forte,28101818996,"calciumcarbonate,cholecalciferol",tablet,500 mg+10 mikrogram
calcichew-d3 forte,28105626815,"calciumcarbonate,cholecalciferol",tablet,500 mg+10 mikrogram
calcigran forte,28105603715,"calciumcarbonate,cholecalciferol",tablet,500 mg+10 mikrogram
calciject 30+3 vet.,28101471391,"boricacid,calciumgluconate(monohydrate),magnesiumhypophosphitehexahydrate",inject,249 + 51 + 30 mg/ml
calciject 40 vet.,28101471191,"boricacid,calciumgluconate(monohydrate)",inject,30mg ca/ml + 65mg/ml
"calcipotriol/betamethason ""2care4""",28106262919,"betamethasone,calcipotriol",ointment,50 mikrog/g+0.5 mg/g
"calcipotriol/betamethasone ""aristo""",28106446320,"betamethasonedipropionate,calcipotriolhydrate",gel,50 mikrog/g+0.5 mg/g
"calcipotriol/betamethasone ""epione medicine""",28106739322,"betamethasone,calcipotriol",ointment,50 mikrog/g+0.5 mg/g
"calcipotriol/betamethasone ""orifarm""",28106446420,"betamethasonedipropionate,calcipotriolhydrate",gel,50 mikrog/g+0.5 mg/g
"calcipotriol/betamethasone ""paranova""",28106662621,"betamethasone,calcipotriol",ointment,50 mikrog/g+0.5 mg/g
"calcipotriol/betamethasone ""sandoz""",28105548115,"betamethasone,calcipotriol",ointment,50 mikrog/g+0.5 mg/g
calcipotriol/betamethasone sandoz,28107057023,"betamethasone,calcipotriol",ointment,50 mikrog/g+0.5 mg/g
"calcipotriol/betamethasone ""teva""",28105109112,"betamethasonedisodiumphosphate,calcipotriolhydrate",ointment,50 mikrog/g+0.5 mg/g
"calcipotriol ""sandoz""",28103878305,calcipotriol,ointment,50 mikrogram/g
"calcitonin ""2care4""",28106254519,calcitonin(salmon),inject,100 ie/ml
calcitonin nordic prime,28106825622,calcitonin(salmon),inject,100 ie/ml
"calcitonin ""orifarm""",28106680321,calcitonin(salmon),inject,100 ie/ml
"calciumchlorid ""sad""",28101621385,calciumchloridehexahydrate,inject,0.5 mmol/ml
"calcium fluoratum d12 ""camette""",28145592315,nan,tablet,d12
"calciumfolinate ""sandoz""",28105670615,calciumfolinate,inject,10 mg/ml
"calciumfolinat ""fresenius kabi""",28105476814,calciumfolinate,inject,10 mg/ml
"calciumfolinat ""pfizer""",28101946397,calciumfolinatehydrate,inject,10 mg/ml
"calciumgluconat ""2care4""",28105859116,calciumgluconate(monohydrate),inject,100 mg/ml
"calciumgluconat ""b. braun""",28103772405,calciumgluconate(monohydrate),inject,10%
"calciumgluconat ""b. braun""",28106463920,calciumgluconate(monohydrate),inject,100 mg/ml
"calcium phosphoricum d6 ""camette""",28145589515,nan,tablet,d6
calciumpolystyrensulfonat carefarm,28106977323,calciumpolystyrenesulfonate,powder,
calcium-sandoz,28100466264,"calciumcarbonate,calciumlactogluconate",tablet,500 mg
calcium-sandoz,28101515692,"calciumcarbonate,calciumlactogluconate",tablet,500 mg
"calcium sulfuricum d6 ""camette""",28145593015,nan,tablet,d6
caloket,28106308419,ketorolactrometamol,inject,30 mg/ml
calquence,28106702621,acalabrutinibmaleate,tablet,100 mg
calquence,28106346219,acalabrutinib,capsule,100 mg
camcevi,28106419120,leuprorelinmesilate,inject,42 mg
campral,28101754395,acamprosatecalcium,tablet,333 mg
campral,28105493814,acamprosatecalcium,tablet,333 mg
campral,28106696121,acamprosatecalcium,tablet,333 mg
campral,28106911223,acamprosatecalcium,tablet,333 mg
campral,28106923523,acamprosatecalcium,tablet,333 mg
camzyos,28106647121,mavacamten,capsule,10 mg
camzyos,28106647221,mavacamten,capsule,15 mg
camzyos,28106646921,mavacamten,capsule,2.5 mg
camzyos,28106647021,mavacamten,capsule,5 mg
cancidas,28103198900,caspofunginacetate,powder,50 mg
cancidas,28103199000,caspofunginacetate,powder,70 mg
candemox,28104133607,candesartancilexetil,tablet,16 mg
candemox,28104133707,candesartancilexetil,tablet,32 mg
candemox,28104133407,candesartancilexetil,tablet,4 mg
candemox,28104133507,candesartancilexetil,tablet,8 mg
candemox comp,28104359608,"candesartancilexetil,hydrochlorothiazide",tablet,16+12.5 mg
canderion,28105943717,candesartancilexetil,tablet,16 mg
canderion,28105943817,candesartancilexetil,tablet,32 mg
canderion,28105943517,candesartancilexetil,tablet,4 mg
canderion,28105943617,candesartancilexetil,tablet,8 mg
"candesartancilexetil/hydrochlorthiazid ""krka""",28104577509,"candesartancilexetil,hydrochlorothiazide",tablet,16+12.5 mg
"candesartancilexetil/hydrochlorthiazid ""krka""",28104577609,"candesartancilexetil,hydrochlorothiazide",tablet,32+12.5 mg
"candesartancilexetil/hydrochlorthiazid ""krka""",28104577709,"candesartancilexetil,hydrochlorothiazide",tablet,32+25 mg
"candesartancilexetil/hydrochlorthiazid ""krka""",28104577409,"candesartancilexetil,hydrochlorothiazide",tablet,8+12.5 mg
"candesartan/hydrochlorothiazide ""orion""",28104722110,"candesartancilexetil,hydrochlorothiazide",tablet,16+12.5 mg
"candesartan/hydrochlorothiazide ""orion""",28105290513,"candesartancilexetil,hydrochlorothiazide",tablet,32+12.5 mg
"candesartan/hydrochlorothiazide ""orion""",28105290613,"candesartancilexetil,hydrochlorothiazide",tablet,32+25 mg
"candesartan/hydrochlorothiazide ""orion""",28104722010,"candesartancilexetil,hydrochlorothiazide",tablet,8+12.5 mg
"candesartan ""krka""",28104719110,candesartancilexetil,tablet,16 mg
"candesartan ""krka""",28104719210,candesartancilexetil,tablet,32 mg
"candesartan ""krka""",28104718910,candesartancilexetil,tablet,4 mg
"candesartan ""krka""",28104719010,candesartancilexetil,tablet,8 mg
candesartan krka,28107091823,candesartancilexetil,tablet,4 mg
"candesartan ""orion""",28104728910,candesartancilexetil,tablet,16 mg
"candesartan ""orion""",28104729010,candesartancilexetil,tablet,32 mg
"candesartan ""orion""",28104728710,candesartancilexetil,tablet,4 mg
"candesartan ""orion""",28104728810,candesartancilexetil,tablet,8 mg
candexil,28105154612,"candesartancilexetil,hydrochlorothiazide",tablet,8+12.5 mg
canergy vet.,28105417014,propentofylline,tablet,100 mg
canesten,28100608472,clotrimazole,cream,10 mg/g
canesten,28107124524,clotrimazole,cream,10 mg/g
canesten,28100608672,clotrimazole,tablet,100 mg
canesten,28103587803,clotrimazole,tablet,100 mg
canesten,28105605915,clotrimazole,tablet,100 mg
canesten,28101084381,clotrimazole,tablet,500 mg
canesten,28103536103,clotrimazole,tablet,500 mg
canesten,28101892997,clotrimazole,tablet,500 mg+10 mg/g
canesten,28105606315,clotrimazole,tablet,500 mg+10 mg/g
canesten,28106993323,clotrimazole,tablet,500 mg+10 mg/g
canicaral vet.,28105446814,carprofen,tablet,160 mg
canicaral vet.,28105446714,carprofen,tablet,40 mg
canidryl,28103951606,carprofen,tablet,100 mg
canidryl,28103951406,carprofen,tablet,20 mg
canidryl,28103951506,carprofen,tablet,50 mg
canigen l4,28105560015,nan,inject,
canileish,28104676710,leishmaniainfantumsecretoryproteins(esp),inject,100 mikrogram
caninsulin vet.,28101419890,"insulin,swine",inject,40 ie/ml
caniphedrin,28106650921,ephedrinehydrochloride,tablet,20 mg
caniphedrin,28106651021,ephedrinehydrochloride,tablet,50 mg
canixin dhppi,28105630815,"canineparainfluenzavirus,strainmanhattan,canineparvovirus,straincpv780916,canintadenovirustype2,manhattanstrain,canintdistemperviruslederlestrain",inject,
canixin dhppi/l,28105635715,"canineparainfluenzavirus,strainmanhattan,canineparvovirus,straincpv780916,canintadenovirustype2,strainmanhattan,canintdistemperviruslederlestrain,leptospiracanicola,inactivated,leptospirajaundice,inactivated",inject,
canixin l,28105753416,"leptospiracanicola,inactivated,leptospirajaundice,inactivated",inject,
canixin pi/l,28105753316,"canineparainfluenzavirus,manhattanstrain,leptospiracanicola,inactivated,leptospirajaundice,inactivated",inject,
canizol vet.,28105309613,ketoconazole,tablet,200 mg
canizol vet.,28105309713,ketoconazole,tablet,400 mg
canoderm,28103867005,urea,cream,5%
canvag,28104285908,clotrimazole,tablet,100 mg+10 mg/g
capecitabine accord,28104891211,capecitabine,tablet,150 mg
capecitabine accord,28104891311,capecitabine,tablet,300 mg
capecitabine accord,28104891411,capecitabine,tablet,500 mg
"capecitabine ""medac""",28104997711,capecitabine,tablet,150 mg
"capecitabine ""medac""",28104997911,capecitabine,tablet,500 mg
"capecitabine ""sandoz""",28104980111,capecitabine,tablet,150 mg
"capecitabine ""sandoz""",28104980211,capecitabine,tablet,500 mg
"capecitabin ""stada""",28104867911,capecitabine,tablet,150 mg
"capecitabin ""stada""",28104868011,capecitabine,tablet,500 mg
"capecitabin ""teva""",28104890611,capecitabine,tablet,150 mg
"capecitabin ""teva""",28104890711,capecitabine,tablet,500 mg
"capecitabin ""zentiva""",28106047117,capecitabine,tablet,150 mg
"capecitabin ""zentiva""",28106047217,capecitabine,tablet,500 mg
capiven,28101073581,"diosmin,hesperidine",tablet,450+50 mg
caprelsa,28104777710,vandetanib,tablet,100 mg
caprelsa,28104777810,vandetanib,tablet,300 mg
capstar vet. til katte og små hunde,28103359702,nitenpyram,tablet,11.4 mg
capstar vet. til store hunde,28103359802,nitenpyram,tablet,57 mg
captoinhib,28106313819,captopril,tablet,25 mg
"captopril ""stada""",28101818296,captopril,tablet,12.5 mg
"captopril ""stada""",28101818396,captopril,tablet,25 mg
"captopril ""stada""",28101818496,captopril,tablet,50 mg
carbaglu,28103310401,carglumicacid,tablet,200 mg
"carbamazepin ""2care4""",28106066718,carbamazepine,tablet,200 mg
"carbetocin ""aguettant""",28106576821,carbetocine,inject,100 mikrogram/ml
"carbidopa/levodopa ""2care4""",28106325419,"carbidopamonohydrate,levodopa",tablet,25+100 mg
"carbidopa/levodopa ""fair-med""",28105417214,"carbidopa,levodopa",tablet,12.5+50 mg
"carbidopa/levodopa ""fair-med""",28105417314,"carbidopa,levodopa",tablet,25+100 mg
"carbidopa/levodopa ""nordic prime""",28106348319,"carbidopa,levodopa",tablet,25+100 mg
"carbidopa/levodopa ""orifarm""",28106788122,"carbidopamonohydrate,levodopa",tablet,12.5+50 mg
"carbidopa/levodopa ""orifarm""",28106788222,"carbidopamonohydrate,levodopa",tablet,25+100 mg
"carbidopa/levodopa ""orion""",28106707621,"carbidopamonohydrate,levodopa",tablet,12.5+50 mg
"carbidopa/levodopa ""orion""",28106707721,"carbidopamonohydrate,levodopa",tablet,25+100 mg
carbocain,28101001756,mepivacainehydrochloride,inject,10 mg/ml
carbocain,28101001856,mepivacainehydrochloride,inject,20 mg/ml
carbocain-adrenalin,28101002156,"adrenalinetartrate,mepivacainehydrochloride",inject,20 mg/ml+5 mikrog/ml
carbocain-adrenalin,28101002056,"adrenalinetartrate,mepivacainehydrochloride",inject,10 mg/ml+5 mikrog/ml
carbocain-adrenalin,28101001956,"adrenalinetartrate,mepivacainehydrochloride",inject,5 mg/ml+5 mikrog./ml
carbomix,28106806622,activatedcarbon,granule,mg
carbomix,28106280519,activatedcarbon,granule,
carboprost carefarm,28107022623,carboprosttromethamol,inject,0.25 mg/ml
cardalis,28104952611,"benazeprilhydrochloride,spironolactone",tablet,10 mg/80 mg
cardalis,28104952411,"benazeprilhydrochloride,spironolactone",tablet,2.5 mg/20 mg
cardalis,28104952511,"benazeprilhydrochloride,spironolactone",tablet,5 mg/40 mg
cardil,28101219685,diltiazemhydrochloride,tablet,120 mg
cardil,28101219585,diltiazemhydrochloride,tablet,60 mg
cardiospir,28105920217,bisoprololfumarate,tablet,5 mg
cardiospir plus,28106038517,"bisoprololfumarate,hydrochlorothiazide",tablet,10+25 mg
cardiospir plus,28106038417,"bisoprololfumarate,hydrochlorothiazide",tablet,5+12.5 mg
cardiostad,28103049098,lisinoprilanhydrous,tablet,10 mg
cardiostad,28103049198,lisinoprilanhydrous,tablet,20 mg
cardiostad,28103048898,lisinoprilanhydrous,tablet,2.5 mg
cardiostad,28103048998,lisinoprildihydrate,tablet,5 mg
cardisan vet.,28106691121,pimobendan,tablet,10 mg
cardisan vet.,28106690821,pimobendan,tablet,1.25 mg
cardisan vet.,28106691221,pimobendan,tablet,15 mg
cardisan vet.,28106690921,pimobendan,tablet,2.5 mg
cardisan vet.,28106691021,pimobendan,tablet,5 mg
cardisure flavoured vet.,28104711110,pimobendan,tablet,10 mg
cardisure flavoured vet.,28104710810,pimobendan,tablet,1.25 mg
cardisure flavoured vet.,28104710910,pimobendan,tablet,2.5 mg
cardisure flavoured vet.,28104711010,pimobendan,tablet,5 mg
carditimib,28105500214,ezetimibe,tablet,10 mg
cardizem uno,28105268913,diltiazemhydrochloride,tablet,240 mg
cardopax retard,28101184184,isosorbidedinitrate,tablet,40 mg
cardosin retard,28103308801,doxazosinmesilate,tablet,4 mg
carduran retard,28103004898,doxazosinmesilate,tablet,4 mg
carduran retard,28103004998,doxazosinmesilate,tablet,8 mg
carexarit,28106337819,clonidinehydrochloride,tablet,25 mikrogram
carfelican,28105105312,carprofen,inject,50 mg/ml
"cargluminsyre ""waymade""",28106918423,carglumicacid,tablet,200 mg
caridol,28103528603,carvedilol,tablet,12.5 mg
caridol,28103528703,carvedilol,tablet,25 mg
caridol,28103528403,carvedilol,tablet,3.125 mg
caridol,28103528503,carvedilol,tablet,6.25 mg
"carmustine ""accord""",28106474020,carmustine,powder,100 mg
"carmustine ""accordpharma""",28106550820,carmustine,powder,300 mg
"carmustine ""accordpharma""",28106547020,carmustine,powder,50 mg
"carmustine ""macure""",28106117118,carmustine,powder,100 mg
carmustine medac,28105787016,carmustine,powder,100 mg
"carmustin ""waymade""",28106491320,carmustine,powder,100 mg
carmyne,28106959223,e132indigotinei,inject,40 mg
carofertin,28105657115,betacarotene,inject,10 mg/ml
carprodyl vet.,28103962906,carprofen,tablet,50 mg
carprodyl vet.,28104439708,carprofen,tablet,120 mg
carprosan vet.,28105033012,carprofen,inject,50 mg/ml
cartaxx vet.,28106887222,carprofen,inject,50 mg/ml
cartrophen vet.,28101958897,pentosanpolysulphatesodium,inject,100 mg/ml
"carvedilol ""aurobindo""",28105005411,carvedilol,tablet,12.5 mg
"carvedilol ""aurobindo""",28105005511,carvedilol,tablet,25 mg
"carvedilol ""aurobindo""",28105005311,carvedilol,tablet,6.25 mg
"carvedilol ""hexal""",28103451802,carvedilol,tablet,12.5 mg
"carvedilol ""hexal""",28103451902,carvedilol,tablet,25 mg
"carvedilol ""hexal""",28103451702,carvedilol,tablet,6.25 mg
"carvedilol ""krka""",28103293401,carvedilol,tablet,12.5 mg
"carvedilol ""krka""",28103293501,carvedilol,tablet,25 mg
"carvedilol ""krka""",28103293201,carvedilol,tablet,3.125 mg
"carvedilol ""krka""",28103293301,carvedilol,tablet,6.25 mg
"carvedilol ""stada""",28103577703,carvedilol,tablet,12.5 mg
"carvedilol ""stada""",28103577803,carvedilol,tablet,25 mg
"carvedilol ""stada""",28103577503,carvedilol,tablet,3.125 mg
"carvedilol ""stada""",28103577603,carvedilol,tablet,6.25 mg
"carvedilol ""teva""",28103742004,carvedilol,tablet,12.5 mg
"carvedilol ""teva""",28103742104,carvedilol,tablet,25 mg
"carvedilol ""teva""",28103741804,carvedilol,tablet,3.125 mg
"carvedilol ""teva""",28103741904,carvedilol,tablet,6.25 mg
casenlax,28105215213,macrogol4000,powder,10 g
casenlax,28105312313,macrogol4000,powder,4 g
casmyg,28105757516,caspofunginacetate,powder,50 mg
casmyg,28105757616,caspofunginacetate,powder,70 mg
casodex,28103152500,bicalutamide,tablet,150 mg
"caspofungin ""lorien""",28105656915,caspofunginacetate,powder,50 mg
"caspofungin ""lorien""",28105657015,caspofunginacetate,powder,70 mg
"caspofungin ""orion""",28105703115,caspofunginacetate,powder,50 mg
"caspofungin ""orion""",28105703215,caspofunginacetate,powder,70 mg
"caspofungin ""sandoz""",28106075018,caspofunginacetate,powder,50 mg
"caspofungin ""sandoz""",28106075118,caspofunginacetate,powder,70 mg
"caspofungin ""stada""",28106432720,caspofunginacetate,powder,50 mg
"caspofungin ""stada""",28106432820,caspofunginacetate,powder,70 mg
"caspofungin ""sun""",28105641015,caspofunginacetate,powder,50 mg
"caspofungin ""sun""",28105641115,caspofunginacetate,powder,70 mg
"caspofungin ""teva b.v.""",28105773716,caspofunginacetate,powder,50 mg
"caspofungin ""teva b.v.""",28105773816,caspofunginacetate,powder,70 mg
"caspofungin ""tillomed""",28106612521,caspofunginacetate,powder,50 mg
"caspofungin ""tillomed""",28106612621,caspofunginacetate,powder,70 mg
"caspofungin ""viatris""",28105818116,caspofunginacetate,powder,50 mg
"caspofungin ""viatris""",28105818216,caspofunginacetate,powder,70 mg
catophos vet.,28106592621,"butafosfan,cyanocobalamin",inject,100+0.05 mg/ml
caverject dual,28103222001,alprostadil,powder,10 mikrogram
caverject dual,28104857111,alprostadil,powder,10 mikrogram
caverject dual,28103222101,alprostadil,powder,20 mikrogram
caverject dual,28104857211,alprostadil,powder,20 mikrogram
caverject dual,28106675321,alprostadil,powder,20 mikrogram
caverject dual,28106795022,alprostadil,powder,20 mikrogram
cayston,28104322508,aztreonamlysine,powder,75 mg
cefabactin vet.,28105626215,cefalexinmonohydrate,tablet,1000 mg
cefabactin vet.,28105626015,cefalexinmonohydrate,tablet,250 mg
cefabactin vet.,28105626115,cefalexinmonohydrate,tablet,500 mg
cefabactin vet.,28105625915,cefalexinmonohydrate,tablet,50 mg
cefa-cure vet.,28101318687,cefadroxilmonohydrate,tablet,200 mg
cefa-cure vet.,28103010998,cefadroxilmonohydrate,tablet,1000 mg
cefa-cure vet.,28101318587,cefadroxilmonohydrate,tablet,50 mg
cefaseptin,28105479414,cefalexinmonohydrate,tablet,300 mg
cefaseptin,28105479514,cefalexinmonohydrate,tablet,750 mg
cefaseptin,28105479314,cefalexinmonohydrate,tablet,75 mg
"cefazolin ""mip""",28104990611,cefazolinesodium,powder,2 g
"cefepim ""mip""",28105273013,cefepimedihydrochloridemonohydrate,powder,1 g
"cefepim ""mip""",28105273113,cefepimedihydrochloridemonohydrate,powder,2 g
