ID,Ingredient,Form,Dosage
28105505114,"caninedistempervirusstrainsupstepoort/ba5(live,weakened),caninehepatitisvirustype2,straincav2-dk13(live,weakened),canineparainfluenzavirustype2,straincgf2004/75(liveweakened),canineparvovirus,straincag2(live,weakened),leptospirainterrogansserogroupcanicolastrain16070,inactivated,leptospirainterrogansserogroupgrippotyphosastrainmal1540,inactivated,icterohaemorrhagiaestrain16069,inactivated",inject,
28103081999,"dogsherpesvirusstrainf205,antigens",powder,
28106685821,"leptospirainterrogansserogroupaustralisserovarbratislava(strainas-05-073),leptospirainterrogansserogroupcanicolastrain16070,inactivated,leptospirainterrogansserogroupgrippotyphosastrainmal1540,inactivated,leptospirainterrogansserogroupicterohaemorrhagiaestrain16069,inactivated",inject,1 ml
28105505214,"leptospirainterrogansserogroupcanicolastrain16070,inactivatedleptospirainterrogansserogroupgrippotyphosastraingrippotyphosamald2,inactivatedleptospirainterrogansserogroupgrippotyphosastrainmal1540,inactivatedleptospirainterrogansserogroupicterohaemorrhagiaestrain16069,inactivated",inject,
28105220513,pentobarbitalsodium,inject,200 mg/ml
28105220613,pentobarbitalsodium,inject,400 mg/ml
28105099412,pentobarbitalsodium,inject,400 mg/ml
28103222601,levothyroxinesodium,tablet,100 mikrogram
28103222701,levothyroxinesodium,tablet,125 mikrogram
28103222801,levothyroxinesodium,tablet,150 mikrogram
28103222901,levothyroxinesodium,tablet,175 mikrogram
28103223001,levothyroxinesodium,tablet,200 mikrogram
28103222301,levothyroxinesodium,tablet,25 mikrogram
28103222401,levothyroxinesodium,tablet,50 mikrogram
28103222501,levothyroxinesodium,tablet,75 mikrogram
28105556215,"eimeria,strainacervulinahp,sporulatedoocysts(live,weakened),eimeria,strainbrunettihp,sporulatedoocysts(live,weakened),eimeria,strainmaximamfp,sporulatedoocysts(live,weakened),eimeria,strainnecatrixhp,sporulatedoocysts(live,weakened),eimeria,straintenellahp,sporulatedoocysts(live,weakened)",spray,
28106619221,"eimeria,strainacervulinahp,sporulatedoocysts(live,weakened),eimeria,strainmaximacp,sporulatedoocysts(live,weakened),eimeria,strainpraecoxhp,sporulatedoocysts(live,weakened),eimeria,straintenellahp,sporulatedoocysts(live,weakened)",inject,
28106048317,"eimeria,strainacervulinahp,sporulatedoocysts(live,weakened),eimeria,strainmaximacp,sporulatedoocysts(live,weakened),eimeria,strainmitishp,sporulatedoocysts(live,weakened),eimeria,strainpraecoxhp,sporulatedoocysts(live,weakened),eimeria,straintenellahp,sporulatedoocysts(live,weakened)",spray,
28106386217,romosozumab,inject,105 mg
28106040417,romosozumab,inject,105 mg
28106593921,everolimus,tablet,10 mg
28106593721,everolimus,tablet,2.5 mg
28106593821,everolimus,tablet,5 mg
28105928417,everolimus,tablet,10 mg
28105928217,everolimus,tablet,2.5 mg
28105928317,everolimus,tablet,5 mg
28105928117,everolimus,tablet,10 mg
28106505520,everolimus,tablet,10 mg
28105927917,everolimus,tablet,2.5 mg
28106505320,everolimus,tablet,2.5 mg
28105928017,everolimus,tablet,5 mg
28106505420,everolimus,tablet,5 mg
28106060618,everolimus,tablet,10 mg
28106060418,everolimus,tablet,2.5 mg
28106060518,everolimus,tablet,5 mg
28105881016,everolimus,tablet,10 mg
28105880816,everolimus,tablet,2.5 mg
28105880916,everolimus,tablet,5 mg
28105767116,everolimus,tablet,10 mg
28105766816,everolimus,tablet,2.5 mg
28105766916,everolimus,tablet,5 mg
28104764010,"emtricitabine,rilpivirinehydrochloride,tenofovirdisoproxilfumarate",tablet,200+25+245 mg
28101882797,raloxifenehydrochloride,tablet,60 mg
28105475414,"atazanavirsulphate,cobicistat",tablet,300 mg/150 mg
28106434120,roxadustat,tablet,100 mg
28106434220,roxadustat,tablet,150 mg
28106433820,roxadustat,tablet,20 mg
28106433920,roxadustat,tablet,50 mg
28106434020,roxadustat,tablet,70 mg
28106478520,risdiplam,powder,0.75 mg/ml
28106688621,"cilgavimab,tixagevimab",inject,150 mg + 150 mg
28105251313,pentobarbitalsodium,inject,400 mg/ml
28106874822,"cefepimedihydrochloridemonohydrate,enmetazobactam",powder,2+0.5 g
28101888097,rivastigminehydrogentartrate,capsule,1.5 mg
28101888197,rivastigminehydrogentartrate,capsule,3 mg
28101888297,rivastigminehydrogentartrate,capsule,4.5 mg
28101888397,rivastigminehydrogentartrate,capsule,6 mg
28104455308,exemestan,tablet,25 mg
28104474509,exemestan,tablet,25 mg
28103900106,"amlodipinebesilate,valsartan",tablet,10+160 mg
28103900006,"amlodipinebesilate,valsartan",tablet,5+160 mg
28103899906,"amlodipinebesilate,valsartan",tablet,5+80 mg
28104402008,"amlodipinebesilate,hydrochlorothiazide,valsartan",tablet,10 mg+160 mg+12.5 mg
28104402208,"amlodipinebesilate,hydrochlorothiazide,valsartan",tablet,10 mg+160 mg+25 mg
28104402308,"amlodipinebesilate,hydrochlorothiazide,valsartan",tablet,10 mg+320 mg+25 mg
28104401908,"amlodipinebesilate,hydrochlorothiazide,valsartan",tablet,5 mg+160 mg+12.5 mg
28104402108,"amlodipinebesilate,hydrochlorothiazide,valsartan",tablet,5 mg+160 mg+25 mg
28104509809,"febantel,praziquantel,pyrantel",tablet,150 mg+144 mg+50 mg
28103805205,paroxetinemesylate,tablet,125 mg
28103805305,paroxetinemesylate,tablet,250 mg
28103805405,paroxetinemesylate,tablet,500 mg
28105571115,paroxetinemesylate,tablet,180 mg
28105571215,paroxetinemesylate,tablet,360 mg
28105571015,paroxetinemesylate,tablet,90 mg
28105860216,paroxetinemesylate,granule,180 mg
28105860316,paroxetinemesylate,granule,360 mg
28105860116,paroxetinemesylate,granule,90 mg
28104236107,interferonbeta-1b(recombinant),powder,250 mikrogram/ml
28105416814,dasabuvirsodiummonohydrate,tablet,250 mg
28106929623,aflibercept,inject,114.3 mg/ml
28104933311,aflibercept,inject,40 mg/ml
28106449320,aflibercept,inject,40 mg/ml
28105665415,ezetimibe,tablet,10 mg
28105665515,ezetimibe,tablet,10 mg
28105582215,ezetimibe,tablet,10 mg
28106300219,"ezetimibe,simvastatin",tablet,10+20 mg
28106300319,"ezetimibe,simvastatin",tablet,10+40 mg
28106300419,"ezetimibe,simvastatin",tablet,10+80 mg
28106413720,ezetimibe,tablet,10 mg
28105709015,ezetimibe,tablet,10 mg
28105751016,ezetimibe,tablet,10 mg
28105259713,ezetimibe,tablet,10 mg
28105006511,ezetimibe,tablet,10 mg
28105820516,"ezetimibe,simvastatin",tablet,10+10 mg
28105820616,"ezetimibe,simvastatin",tablet,10+20 mg
28105820716,"ezetimibe,simvastatin",tablet,10+40 mg
28105820816,"ezetimibe,simvastatin",tablet,10+80 mg
28106028917,"ezetimibe,simvastatin",tablet,10+10 mg
28106029017,"ezetimibe,simvastatin",tablet,10+20 mg
28106029117,"ezetimibe,simvastatin",tablet,10+40 mg
28105673015,"ezetimibe,simvastatin",tablet,10+10 mg
28105673115,"ezetimibe,simvastatin",tablet,10+20 mg
28105673215,"ezetimibe,simvastatin",tablet,10+40 mg
28105673315,"ezetimibe,simvastatin",tablet,10+80 mg
28105847916,"ezetimibe,simvastatin",tablet,10+10 mg
28105848016,"ezetimibe,simvastatin",tablet,10+20 mg
28105848116,"ezetimibe,simvastatin",tablet,10+40 mg
28105848216,"ezetimibe,simvastatin",tablet,10+80 mg
28105707315,"ezetimibe,simvastatin",tablet,10+10 mg
28105707415,"ezetimibe,simvastatin",tablet,10+20 mg
28105707515,"ezetimibe,simvastatin",tablet,10+40 mg
28105824116,"ezetimibe,simvastatin",tablet,10+10 mg
28105824216,"ezetimibe,simvastatin",tablet,10+20 mg
28105824316,"ezetimibe,simvastatin",tablet,10+40 mg
28105674415,"ezetimibe,simvastatin",tablet,10+10 mg
28105674515,"ezetimibe,simvastatin",tablet,10+20 mg
28105674615,"ezetimibe,simvastatin",tablet,10+40 mg
28105674715,"ezetimibe,simvastatin",tablet,10+80 mg
28105631115,ezetimibe,tablet,10 mg
28105242913,ezetimibe,tablet,10 mg
28103447302,ezetimibe,tablet,10 mg
28105671815,"ezetimibe,simvastatin",tablet,10+10 mg
28105671915,"ezetimibe,simvastatin",tablet,10+20 mg
28105672015,"ezetimibe,simvastatin",tablet,10+40 mg
28105672115,"ezetimibe,simvastatin",tablet,10+80 mg
28103161500,agalsidasebeta,powder,35 mg
28103735602,agalsidasebeta,powder,5 mg
28106322519,famciclovir,tablet,500 mg
28104339608,famciclovir,tablet,125 mg
28104339708,famciclovir,tablet,250 mg
28104339808,famciclovir,tablet,500 mg
28106316019,fampridine,tablet,10 mg
28106314719,fampridine,tablet,10 mg
28106707321,fampridine,tablet,10 mg
28106316319,fampridine,tablet,10 mg
28106318019,fampridine,tablet,10 mg
28106454520,fampridine,tablet,10 mg
28106419320,fampridine,tablet,10 mg
28104642710,fampridine,tablet,10 mg
28101698894,famciclovir,tablet,125 mg
28101893097,famciclovir,tablet,500 mg
28105026612,famciclovir,tablet,500 mg
28101713194,toremifenecitrate,tablet,60 mg
28103553203,isosorbidemononitrate,tablet,60 mg
28106106218,olanzapine,tablet,10 mg
28106106318,olanzapine,tablet,15 mg
28106106418,olanzapine,tablet,20 mg
28106105918,olanzapine,tablet,2.5 mg
28106106018,olanzapine,tablet,5 mg
28106106118,olanzapine,tablet,7.5 mg
28106106618,olanzapine,tablet,10 mg
28106106718,olanzapine,tablet,15 mg
28106106818,olanzapine,tablet,20 mg
28106106518,olanzapine,tablet,5 mg
28105422714,panobinostatlactate,capsule,10 mg
28105422814,panobinostatlactate,capsule,15 mg
28105422914,panobinostatlactate,capsule,20 mg
28105898116,benralizumab,inject,30 mg
28106416120,benralizumab,inject,30 mg
28103481503,fulvestrant,inject,250 mg/5 ml
28103081899,rasburicase,powder,1.5 mg/ml
28106325819,"rabbithaemorrhagicdiseasevirus2vp1ab(inactivated),rabbithaemorrhagicdiseasevirusvp1a(inactivated)",inject,
28104323608,rifaximine,tablet,200 mg
28103906006,"minkdistempervirusstraind84/1(live,weakened)",inject,
28101867496,"clostridiumbotulinumtypec,stockholmstrain,toxoid,minkparvovirus,e-minkf1strain(inactivated),pseudomonasaeruginosahabsserotype5(inactivated),pseudomonasaeruginosahabsserotype6(inactivated),pseudomonasaeruginosahabsserotype7-8(inactivated)",inject,
28105977917,febuxostat,tablet,120 mg
28105977817,febuxostat,tablet,80 mg
28106112618,febuxostat,tablet,120 mg
28106112518,febuxostat,tablet,80 mg
28105999917,febuxostat,tablet,120 mg
28105999817,febuxostat,tablet,80 mg
28105935217,febuxostatmonohydrate,tablet,120 mg
28105935117,febuxostatmonohydrate,tablet,80 mg
28105787216,febuxostat,tablet,120 mg
28105787116,febuxostat,tablet,80 mg
28106436320,cholecalciferol,capsule,500 mikrogram
28105568415,coagulationfactorviiiinhibitortransientactivity,powder,50 enheder/ml
28101233785,piroxicam,gel,0.5%
28106528020,meloxicam,tablet,1 mg
28106531320,meloxicam,tablet,2.5 mg
28105151912,thiamazol,tablet,1.25 mg
28104394908,thiamazol,tablet,2.5 mg
28106729122,thiamazol,tablet,2.5 mg
28103638204,thiamazol,tablet,5 mg
28103342702,felodipine,tablet,10 mg
28103342602,felodipine,tablet,5 mg
28103416702,felodipine,tablet,10 mg
28104148007,felodipine,tablet,2.5 mg
28103416602,felodipine,tablet,5 mg
28103343002,felodipine,tablet,10 mg
28103342902,felodipine,tablet,5 mg
28103329701,felodipine,tablet,10 mg
28103830005,felodipine,tablet,2.5 mg
28103329601,felodipine,tablet,5 mg
28103713404,"estradiolhemihydrate,norethisteroneacetate",tablet,1+2 mg
28101842096,letrozole,tablet,2.5 mg
28106652721,letrozole,tablet,2.5 mg
28104350408,"ethinylestradiol,levonorgestrel",tablet,150 mkg+30 mkg
28104808110,"desogestrel,ethinylestradiol",tablet,150+20 mikrogram
28104808210,"desogestrel,ethinylestradiol",tablet,150+30 mikrogram
28106022917,ulipristalacetate,tablet,30 mg
28103067699,isosorbidemononitrate,tablet,60 mg
28106156818,"dydrogesterone,oestradiolhemihydrate",tablet,1+10 mg
28106156718,"dydrogesterone,oestradiolhemihydrate",tablet,2+10 mg
28106157718,"dydrogesterone,oestradiolhemihydrate",tablet,0.5+2.5 mg
28106157618,"dydrogesterone,oestradiolhemihydrate",tablet,1+5 mg
28103526903,hepatitisbvirussurfaceantigen(rdna),inject,20 mikrogram
28100713476,phenobarbital,tablet,100 mg
28100713276,phenobarbital,tablet,15 mg
28100713376,phenobarbital,tablet,50 mg
28104296808,florfenicol,inject,300 mg/ml
28104753810,fentanylcitrate,inject,50 mikrogram/ml
28106654621,fentanylcitrate,inject,50 mikrogram/ml
28103062099,fentanylcitrate,inject,50 mikrogram/ml
28106177918,fentanylcitrate,inject,50 mikrogram/ml
28103151500,fentanylcitrate,inject,50 mikrogram/ml
28106416020,fentanylcitrate,inject,50 mikrogram/ml
28100713876,phenylbutazone,tablet,200 mg
28106595921,phenylephrinehydrochloride,inject,0.1 mg/ml
28106225019,phenylephrinehydrochloride,inject,100 mikrogram/ml
28105458014,phenylephrinehydrochloride,inject,50 mikrogram/ml
28105645215,phenylephrinehydrochloride,inject,0.05 mg/ml
28105625415,phenylephrine,inject,0.1 mg/ml
28105825516,phenylephrinehydrochloride,inject,10 mg/ml
28105547415,ferrimaltol,capsule,30 mg
28105669615,gleptoferron,inject,200 mg/ml
28103925406,ferriccarboxymaltose,inject,50 mg/ml
28105832216,ferrihydroxidepolymaltosecomplex,tablet,100 mg
28104557809,deferiprone,tablet,1000 mg
28103002998,deferiprone,tablet,500 mg
28100560469,"ferrosulphate,dried",tablet,100 mg
28145589615,nan,tablet,d12
28106555220,lenalidomide,capsule,10 mg
28106555320,lenalidomide,capsule,15 mg
28106555420,lenalidomide,capsule,20 mg
28106554820,lenalidomide,capsule,2.5 mg
28106555520,lenalidomide,capsule,25 mg
28106555020,lenalidomide,capsule,5 mg
28106555120,lenalidomide,capsule,7.5 mg
28107053623,fesoterodinefumarate,tablet,4 mg
28106620721,fesoterodinefumarate,tablet,4 mg
28106426820,fesoterodinefumarate,tablet,8 mg
28106412020,fesoterodinefumarate,tablet,4 mg
28106412120,fesoterodinefumarate,tablet,8 mg
28106424520,fesoterodinefumarate,tablet,4 mg
28106424620,fesoterodinefumarate,tablet,8 mg
28106239419,cefiderocolsulfatetosilate,powder,1 g
28101749195,nan,inject,
28101483991,"felinpanleucopeniavirus,straincu4(inactivated),felinecalicivirus(fcv),strain255(inactivated),felinechlamydiapsittaci,straincello(inactivated),felinerhinotracheitisvirus,strain605(inactivated)",inject,
28106055117,fexinidazole,tablet,600 mg
28105359313,fexofenadinehydrochloride,tablet,120 mg
28105359413,fexofenadinehydrochloride,tablet,180 mg
28106906623,fexofenadinehydrochloride,tablet,180 mg
28105905817,insulinaspart,inject,100 enheder/ml
28105710915,insulinaspart,inject,100 enheder/ml
28105905717,insulinaspart,inject,100 enheder/ml
28106526120,insulinaspart,inject,100 enheder/ml
28105540315,fibrinogen,powder,1.5 g
28105831216,humanfibrinogen,powder,1 g
28106386720,firocoxib,tablet,227 mg
28106386620,firocoxib,tablet,57 mg
28105861516,"rabbithaemorrhagicvirus(rhdv2)variantstrainlp.sv.2012(variant2010,rhdv2)(inactivated)",inject,
28104220507,filgrastim,inject,30 mu
28104220607,filgrastim,inject,48 mu
28104106207,filgrastim,inject,30 mio ie/0.5 ml
28104106307,filgrastim,inject,48 mio ie/0.8 ml
28106591921,betulasp.(birk),gel,100 mg/g
28103417302,azelaicacid,gel,15%
28106599221,azelaicacid,gel,15%
28103062999,flunixinmeglumine,inject,50 mg/ml
28103063199,flunixinmeglumine,paste,50 mg/g
28106153918,finasteride,tablet,5 mg
28104076107,finasteride,tablet,5 mg
28106154618,finasteride,tablet,5 mg
28104757710,finasteride,tablet,1 mg
28104306108,finasteride,tablet,5 mg
28104194407,finasteride,tablet,1 mg
28104014806,finasteride,tablet,5 mg
28106374419,fingolimodhydrochloride,capsule,0.5 mg
28106277819,fingolimodhydrochloride,capsule,0.5 mg
28106340119,fingolimodhydrochloride,capsule,0.5 mg
28106336219,fingolimodhydrochloride,capsule,0.5 mg
28106370819,fingolimodhydrochloride,capsule,0.5 mg
28106374319,fingolimodhydrochloride,capsule,0.5 mg
28106251519,fingolimodhydrochloride,capsule,0.5 mg
28106530420,fingolimodhydrochloride,capsule,0.5 mg
28106250119,fingolimodhydrochloride,capsule,0.5 mg
28106258219,fingolimodhydrochloride,capsule,0.5 mg
28106604821,fingolimodhydrochloride,capsule,0.5 mg
28106250719,fingolimodhydrochloride,capsule,0.5 mg
28106283719,fingolimodhydrochloride,capsule,0.5 mg
28106356519,fingolimodhydrochloride,capsule,0.5 mg
28106249619,fingolimodhydrochloride,capsule,0.5 mg
28106317719,fingolimodhydrochloride,capsule,0.5 mg
28103763404,terbinafinehydrochloride,cream,10 mg/g
28106836422,dabrafenibmesilate,tablet,10 mg
28104286408,nan,tablet,3+0.02 mg
28104286508,nan,tablet,3+0.03 mg
28106340019,fingolimodhydrochloride,capsule,0.5 mg
28104196507,icatibant,inject,30 mg
28104386308,amifampridinephosphate,tablet,10 mg
28106800622,roflumilast,tablet,500 mikrogram
28104321708,degarelixacetate,powder,120 mg
28104321608,degarelixacetate,powder,80 mg
28106191318,firocoxib,tablet,250 mg
28106191218,firocoxib,tablet,62.5 mg
28105586315,metronidazole,tablet,400 mg
28105929117,metronidazole,tablet,400 mg
28106411220,flecainideacetate,tablet,50 mg
28103417102,flecainideacetate,tablet,100 mg
28103928306,flecainideacetate,tablet,100 mg
28103927206,flecainideacetate,tablet,100 mg
28105069312,flecainideacetate,tablet,50 mg
28106567721,flecainideacetate,tablet,100 mg
28105687415,"carbidopamonohydrate,levodopa",tablet,5+1.25 mg
28155732216,daphneodoriferousdryextract,tablet,
28105569615,infliximab,powder,100 mg
28101682694,fluticasonepropionate,powder,100 mikrogram/dosis
28101682794,fluticasonepropionate,powder,250 mikrogram/dosis
28101682894,fluticasonepropionate,powder,500 mikrogram/dosis
28106546020,fluticasonepropionate,powder,500 mikrogram/dosis
28101682594,fluticasonepropionate,powder,50 mikrogram/dosis
28101498392,fluticasonepropionate,spray,125 mikrogram/dosis
28104698710,fluticasonepropionate,spray,125 mikrogram/dosis
28105051512,fluticasonepropionate,spray,125 mikrogram/dosis
28101498492,fluticasonepropionate,spray,250 mikrogram/dosis
28107115424,fluticasonepropionate,spray,250 mikrogram/dosis
28101498292,fluticasonepropionate,spray,50 mikrogram/dosis
28103047498,fluticasonepropionate,powder,250 mikrogram/dosis
28103047598,fluticasonepropionate,powder,500 mikrogram/dosis
28103020898,epoprostenolsodium,powder,1.5 mg
28101390089,epoprostenol,powder,500 mikrogram
28105185112,florfenicol,inject,300 mg/ml
28106351419,florfenicol,inject,300 mg/ml
28104460209,florfenicol,inject,300 mg/ml
28100420262,fludrocortisoneacetate,tablet,0.1 mg
28106876922,fludrocortisoneacetate,tablet,0.1 mg
28104317708,florfenicol,inject,300 mg/ml
28104473409,enrofloxacin,tablet,150 mg
28104473209,enrofloxacin,tablet,15 mg
28104473309,enrofloxacin,tablet,50 mg
28106245619,"a/darwin/9/2021(h3n2)-likestrain(a/darwin/6/2021ivr-227)(inactivated),a/victoria/4897/2022(h1n1)pdm09-likestrain(a/victoria/4897/2022ivr-238)(inactivated),b/austria/1359417/2021bvr-26)(inactivated),b/phuket/3073/2013bvr-1b)(inactivated)",inject,15 mikrogram/dosis
28106552120,flupentixoldihydrochloride,tablet,1 mg
28104769810,flupentixoldihydrochloride,tablet,5 mg
28100660875,flupentixoldecanoate,inject,100 mg/ml
28100563969,flupentixoldecanoate,inject,20 mg/ml
28104769610,flupentixoldihydrochloride,tablet,0.50 mg
28104769710,flupentixoldihydrochloride,tablet,1 mg
28106075418,"a/darwin/9/2021(h3n2)-likestrain(a/darwin/6/2021ivr-227)(inactivated),a/victoria/4897/2022(h1n1)pdm09-likestrain(a/victoria/4897/2022ivr-238)(inactivated),b/austria/1359417/2021bvr-26)(inactivated),b/phuket/3073/2013-likestrain(b/phuket/3073/2013,wildtype)",inject,
28101017879,flubendazole,powder,50 mg/g
28106030617,"a/darwin/6/2021(h3n2)-likestrain(a/darwin/11/2021,wildtype),a/wisconsin/67/2022(h1n1)pdm09-like.stamme(a/georgia/12/2022cvr-167),b/austria/1359417/2021-lign.strain(b/singapore/wuh4618/2021,wildtype),b/phuket/3073/2013-like.strain(b/singapore/inftt-16-0610/2016,wildtype)",inject,15 mcr/stamme/0.5 ml
28105661615,flucloxacillinsodium,tablet,1 g
28104667810,flucloxacillinsodium,tablet,500 mg
28104667910,flucloxacillinsodium,tablet,750 mg
28104849910,fluconazole,capsule,150 mg
28104850010,fluconazole,capsule,200 mg
28104849710,fluconazole,capsule,50 mg
28104258607,fluconazole,capsule,150 mg
28104258707,fluconazole,capsule,200 mg
28104258507,fluconazole,capsule,50 mg
28104118707,fluconazole,capsule,150 mg
28104118807,fluconazole,capsule,200 mg
28104118607,fluconazole,capsule,50 mg
28103281801,fluconazole,capsule,100 mg
28103281901,fluconazole,capsule,150 mg
28103282001,fluconazole,capsule,200 mg
28103281701,fluconazole,capsule,50 mg
28106862622,fluconazole,capsule,100 mg
28103781605,fluconazole,capsule,150 mg
28103781705,fluconazole,capsule,200 mg
28103781405,fluconazole,capsule,50 mg
28106826922,fluconazole,capsule,50 mg
28107117324,fluconazole,capsule,50 mg
28103285701,fluconazole,capsule,100 mg
28103285801,fluconazole,capsule,150 mg
28103285901,fluconazole,capsule,200 mg
28103285601,fluconazole,capsule,50 mg
28106471220,fluconazole,tablet,150 mg
28124938411,fludeoxyglucose(18-f),inject,
28103264701,fludarabinephosphate,tablet,10 mg
28104194007,fludarabinephosphate,inject,25 mg/ml
28106885822,fludarabinephosphate,inject,25 mg/ml
28120223205,fludeoxyglucose(18-f),inject,400 mbq - 90 gbq
28120223506,fludeoxyglucose(18-f),inject,400 mbq-316 gbq/htgl
28105207212,"a/darwin/9/2021(h3n2)-likestrain(a/norway/16606/2021,medi355293)(rev.1),a/victoria/4897/2022(h1n1)pdm09-likestrain(a/norway/31694/2022,medi369815)(rev.1),b/austria/1359417/2021-likestrain(rev.1),b/phuket/3073/2013-likestrain(rev.1),b/phuket/3064/2013,medi306444)(rev.2)",spray,
28103808205,flumazenil,inject,0.1 mg/ml
28103808105,flumazenil,inject,0.1 mg/ml
28105291913,flunixinmeglumine,gel,50 mg/g
28101871997,flunixinmeglumine,inject,50 mg/ml
28120201093,fludeoxyglucose(18-f),inject,
28106677121,fluoresceinsodium,inject,100 mg/ml
28105812816,fluoresceinsodium,inject,100 mg/ml
28106048917,sodiumfluoride,paste,5 mg/g
28103160100,dexamethasone,inject,2 mg/ml
28104187607,fluoruracil,inject,50 mg/ml
28106746422,fluoruracil,cream,40 mg/g
28101400390,fluoruracil,inject,50 mg/ml
28103286601,fluoxetinehydrochloride,capsule,20 mg
28103255201,fluoxetinehydrochloride,tablet,20 mg
28105791816,fluoxetinehydrochloride,capsule,20 mg
28106676221,fluoxetinehydrochloride,tablet,20 mg
28104646310,fluoxetinehydrochloride,tablet,20 mg
28103872005,fluoxetinehydrochloride,tablet,20 mg
28107130324,fluoxetinehydrochloride,tablet,20 mg
28107136224,fluoxetinehydrochloride,tablet,20 mg
28103537603,fluoxetinehydrochloride,tablet,20 mg
28106618221,fluoxetinehydrochloride,tablet,20 mg
28101806996,fluoxetinehydrochloride,capsule,20 mg
28106222719,flurbiprofen,tablet,8.75 mg
28106357919,fluticasonepropionate,spray,50 mikrogram/dosis
28106666421,"fluticasonepropionate,salmeterolxinafoate",powder,50+250 mikrogram/dosis
28106666521,"fluticasonepropionate,salmeterolxinafoate",powder,50+500 mikrogram/dosis
28106126018,fluticasonepropionate,powder,100 mikrogram/dosis
28106126118,fluticasonepropionate,powder,250 mikrogram/dosis
28103826805,fluticasonepropionate,spray,50 mikrogram/dosis
28104669010,"fluticasonepropionate,formoterolfumaratedihydrate",spray,125+5 mikrogram
28105790816,"fluticasonepropionate,formoterolfumaratedihydrate",spray,125+5 mikrogram
28105865116,"fluticasonepropionate,formoterolfumaratedihydrate",spray,125+5 mikrogram
28105946617,"fluticasonepropionate,formoterolfumaratedihydrate",spray,125+5 mikrogram
28106741522,"fluticasonepropionate,formoterolfumaratedihydrate",spray,125+5 mikrogram
28104669110,"fluticasonepropionate,formoterolfumaratedihydrate",spray,250+10 mikrogram
28105273313,"fluticasonepropionate,formoterolfumaratedihydrate",spray,250+10 mikrogram
28106742922,"fluticasonepropionate,formoterolfumaratedihydrate",spray,250+10 mikrogram
28104668910,"fluticasonepropionate,formoterolfumaratedihydrate",spray,50+5 mikrogram
28106675721,"azelastinehydrochloride,fluticasonepropionate",spray,137+50 mikrogram/pust
28104128807,fluvastatinsodium,capsule,20 mg
28104129307,fluvastatinsodium,capsule,40 mg
28104036706,fluvastatinsodium,tablet,80 mg
28104103907,fluvastatinsodium,tablet,80 mg
28103984606,fluvastatinsodium,capsule,20 mg
28103984706,fluvastatinsodium,capsule,40 mg
28103899006,"influenzavirusa/california/7/2009(h1n1)v-likestrain(x-179a),inactivatedsplitvirions",inject,7.5 mikrogram
28107027509,avianinfluenzavirussubtypeh5n1clade1straina/vietnam/1194/2004,inject,7.5 mikrogram
28104561609,avianinfluenzavirussubtypeh5n1clade1straina/vietnam/1194/2004,inject,7.5 mikrogram
28107027609,avianinfluenzavirussubtypeh5n1clade1straina/vietnam/1194/2004,inject,7.5 mikrogram
28103160800,folicacid,tablet,1 mg
28100715276,folicacid,tablet,5 mg
28105105812,porcinefolliclestimulatinghormone(fshp),powder,700 ie
28105873216,folicacid,tablet,5 mg
28106065418,folicacid,tablet,1 mg
28106065518,folicacid,tablet,5 mg
28101796595,fluoxetinehydrochloride,tablet,20 mg
28101576593,formoterolfumaratedihydrate,capsule,12 mikrogram
28106777322,"nitrofurantoin,nitrofurantoinmonohydrate",capsule,100 mg
28106002517,"gleptoferron,toltrazuril",inject,30+133 mg/ml
28106612321,metforminhydrochloride,tablet,1000 mg
28106612021,metforminhydrochloride,tablet,500 mg
28106612221,metforminhydrochloride,tablet,850 mg
28103375802,formoterolfumaratedihydrate,capsule,12 mikrogram
28103779905,formoterolfumarate,powder,12 mikrogram/dosis
28106150418,formoterolfumarate,powder,12 mikrogram/dosis
28106455520,formoterolfumarate,powder,12 mikrogram/dosis
28103375702,formoterolfumaratedihydrate,capsule,12 mikrogram
28103375602,formoterolfumaratedihydrate,capsule,12 mikrogram
28105584215,caspofunginacetate,powder,50 mg
28103271101,teriparatide,inject,20 mikrog/80 mikrol.
28105141012,"lidocaine,prilocaine",spray,150+50 mg/ml
28105341413,"benazeprilhydrochloride,pimobendan",tablet,1.25 mg + 2.5 mg
28105341513,"benazeprilhydrochloride,pimobendan",tablet,5 mg + 10 mg
28103847605,benazeprilhydrochloride,tablet,20 mg
28103861705,benazeprilhydrochloride,tablet,2.5 mg
28103847405,benazeprilhydrochloride,tablet,5 mg
28104782710,levothyroxinesodium,tablet,200 mikrogram
28106729822,levothyroxinesodium,tablet,200 mikrogram
28104782810,levothyroxinesodium,tablet,400 mikrogram
28106730022,levothyroxinesodium,tablet,400 mikrogram
28104782910,levothyroxinesodium,tablet,600 mikrogram
28104783010,levothyroxinesodium,tablet,800 mikrogram
28101144983,ceftazidedipentahydrate,powder,2 g
28105746616,naloxonehydrochloride(anhydrous),inject,0.4 mg/ml
28104863510,dapagliflozinpropanediolmonohydrate,tablet,10 mg
28104863410,dapagliflozinpropanediolmonohydrate,tablet,5 mg
28103208900,alendronatesodiumtrihydrate,tablet,70 mg
28105655715,"cholecalciferol,alendronatesodiumtrihydrate",tablet,70 mg+140 mikrogram
28105655615,"cholecalciferol,alendronatesodiumtrihydrate",tablet,70 mg+70 mikrogram
